BS_test,IBS_test,BS_train,IBS_train
0.17050347494795287,0.11177930659816293,0.1166330888628997,0.07268355631882394
0.20157884358599779,0.11224753435035684,0.11242321962153445,0.06925606770278672
0.2021684580280164,0.13316648518593158,0.11348576188607333,0.06957487286232969
0.17111286577702495,0.10530502647162737,0.08361824633386078,0.07060239362458731
0.2387584483564199,0.154666589913269,0.130513906705398,0.08707233981079662
0.21998042087761213,0.15103864683696824,0.10189038233951074,0.08245297491492712
0.20854309531868334,0.1294350638965729,0.09977941621827496,0.06474732515113744
0.2045366092945325,0.11974548756323443,0.14237402551706516,0.0800565241288616
0.2149798200215204,0.13262879095309557,0.09672662898566499,0.06052085856874538
0.20488292598628258,0.12924251567395284,0.12113577203417954,0.08146159085877795
0.20184380454812775,0.10267272484129508,0.09159216315683615,0.06596085911996724
0.16561880430084167,0.1130589468484405,0.09893878529125516,0.07034896984760253
0.2054404904858026,0.11471878065769682,0.11984974850175865,0.07301277578057738
0.22877202073949193,0.15833544825148066,0.1092096558734233,0.07422876988891883
0.24208699476541778,0.14655053435821103,0.12687781475696694,0.07931584613510664
0.22295798258563684,0.14000794009526396,0.08934619381060326,0.060026875991915404
0.2139220126470951,0.11798057429204661,0.11399036048167865,0.07576810381450008
0.22476792510798527,0.1394298211117013,0.14501243429718155,0.09760570917988044
0.25050865359861096,0.1332740043374319,0.11877606001631451,0.07515240963141506
0.21007603272516226,0.12414654332227126,0.14715831586843284,0.08889609318776441
0.2276444238023599,0.148601778828762,0.1125116919198253,0.07333097015859048
0.1652372560675295,0.10550596793292337,0.09182881963111288,0.063147894433527
0.2204489405142604,0.14350936371702486,0.13572382892253895,0.09418406558429601
0.25792903900145137,0.14376186588741952,0.10512679835404586,0.06145443154575238
0.17781920356350367,0.1117261106537173,0.11132286732535629,0.06723441277649744
0.1708518293211995,0.11511116710000399,0.11556743633030965,0.07352174643095949
0.2284604230427508,0.1339329452574314,0.12749241341964024,0.0838475091588194
0.2384608220341953,0.1546358708494147,0.13361337948755533,0.07530366066294714
0.18483867688807767,0.11511100136569806,0.11109622604702919,0.07620521860144094
0.2277139584673533,0.14662788651807668,0.13334780840909466,0.09336521326939823
0.20066335845404906,0.11520376024178287,0.12506618562247587,0.07256875067292883
0.18356026650068896,0.09651091195906647,0.09841886184133543,0.061104531492612024
0.20945009190966854,0.13756588895878996,0.11188069377197246,0.07945092121116869
0.21325645033271562,0.13673309334640238,0.09965856091362153,0.07557913994961807
0.20632950533813407,0.11827872751791293,0.10911148227662404,0.06705856844525587
0.17732563047687758,0.10969227950955748,0.14136129229640257,0.08854447750940247
0.19403534586841364,0.12782710866325905,0.12834657026615193,0.09174000257914666
0.1991381335622235,0.1204696968702503,0.12753922225323683,0.07084982266133748
0.19831018020457128,0.10985654338736531,0.18272191630508075,0.1013281192150662
0.18752674917332743,0.12474991979837555,0.10898569244679494,0.07227350525696902
0.19806030021999765,0.10939311158934062,0.12314400694237801,0.0772053367375071
0.23732417598185104,0.13051304623755455,0.10270514769471732,0.06870216815086741
0.18030039726162714,0.10845517705811236,0.1157165056038258,0.07642677036437487
0.1742776536456972,0.09565332586301248,0.11277986113080787,0.05896408185761482
0.22241176961233955,0.14063763913944333,0.10895963308397968,0.09397442351539247
0.1557367293468417,0.08934599660803494,0.11692258021311702,0.0917805517478023
0.22873112226639994,0.15307448561565098,0.1461341943653923,0.08704610157332558
0.2030134524760956,0.110059500303608,0.11742298543511649,0.075834684543641
0.21053612705389688,0.12699508501944562,0.12216689715501791,0.07468038905340298
0.20444285366588413,0.12011428646788827,0.12304528587393287,0.0739859543210421
0.17594277203861736,0.12136298933535607,0.10909211228530487,0.07296108903253679
0.1879428453976949,0.13491558392196787,0.12468523480851727,0.07398619854585214
0.20036507212019752,0.11730684792945723,0.11891933373676841,0.07186736569283053
0.18182673714664202,0.11689023378295106,0.10186833495880976,0.06425052785009083
0.19995818425219006,0.13349621569593298,0.10104965658323536,0.08423209165938443
0.210459749047972,0.1279091556619714,0.11461193068011052,0.07097578098245948
0.16096405144040277,0.11590053539613923,0.08149752391207109,0.06533177513021811
0.21277424527034736,0.12851838169704222,0.11208847887520895,0.07587248136294544
0.18950197579326777,0.11370232153523042,0.11531814140923675,0.07833511823547515
0.2529846528384896,0.1577685238616555,0.1095302392538189,0.07021139472375815
0.19967342519731365,0.1053107098814056,0.09660784620382,0.05343223539374792
0.2355563915008078,0.14118691120481072,0.15378567852350689,0.08996367754433365
0.1335807384337319,0.08766625318211274,0.12439412017421267,0.0728324499416015
0.18299937965256308,0.11674680615515404,0.09284889916582768,0.05159386389518691
0.2545997959991734,0.16958300637465393,0.10036236529200145,0.062468960856234296
0.16415949029484414,0.08744722141126372,0.09816689004814771,0.060283516460021905
0.22135857286602534,0.13908434961580812,0.09841078723890216,0.08301182896080503
0.14951027505892317,0.11777468973330954,0.1132419335631847,0.09332614567097536
0.2016258092146636,0.1328181998161005,0.1269203549424722,0.0798344701106268
0.21754719342850795,0.1560289018307851,0.1294524706772927,0.0932721349794936
0.19133324354637676,0.11930153535695036,0.12502426137542677,0.08136005529760042
0.18885447775502046,0.10336875528397606,0.08088692452406106,0.05870911111745485
0.16441036990285254,0.1046129371427159,0.10270895231837172,0.05928486191284772
0.19856641407140369,0.10942439803335975,0.12752100326895308,0.07569436950944905
0.20812928090510174,0.1421328405124633,0.12345378120958447,0.07499670741538654
0.18947644660237506,0.13035780924342752,0.11606312150216533,0.0840759721976213
0.18840529369937764,0.1117055120875951,0.10140542342299486,0.07036028954833604
0.17374125581651684,0.12920838642935256,0.11156225725405297,0.0715494960616446
0.23240881996288146,0.11515875254860289,0.09626699125299597,0.08009694709567255
0.19585158078397333,0.12450516892336141,0.14267232759672477,0.099844178947504
0.24580479761250987,0.13309883210600235,0.11168174803594823,0.0771118755694075
0.2055342928071802,0.14515276115062942,0.10019682050846677,0.05609979817145362
0.19888951804626376,0.12365559135474445,0.10347346521153761,0.08455162888634897
0.20236304439687158,0.13386480452445915,0.11191044177696342,0.07007127457740261
0.17773727463712286,0.12393063888115723,0.12006736521727376,0.068067860466728
0.22235312358210385,0.1479607958507747,0.12192246805430426,0.07685187704219251
0.19710461669669582,0.12739251261033216,0.11220753666212814,0.0593794071869968
0.20416405923091926,0.12732937921389834,0.10092570881660817,0.07086821452483157
0.22723676112289018,0.13548800516266077,0.11111524058643578,0.07638000811974677
0.19208811716160112,0.11042733991707768,0.110691331748804,0.07328506739820144
0.20961218463153328,0.13007406662805268,0.0997111196266193,0.059802850318597556
0.21286953218331442,0.14004637709180764,0.11157964441473203,0.07167342526677505
0.21805696645294753,0.126741983094467,0.14365583487056965,0.09168576406689408
0.20091225032194857,0.12624569662835355,0.10297347452416522,0.06683423881221677
0.20260464190781174,0.13126295502406815,0.10909313541038525,0.08372252085496372
0.19714176545504908,0.1151037796564566,0.11693387779173299,0.060873895648862614
0.18365750183668886,0.12044933010711517,0.11630916364964404,0.08115253393146886
0.2072463176875833,0.1351957059339871,0.09754087225904873,0.07665862282945284
0.21218882542199147,0.12674478470122533,0.10043950666816966,0.06518682884751519
0.19818146723919292,0.12674955584506575,0.08771657138527711,0.07098338184407417
